2,88,"Ashwin, E. Allen",1935
2,89,Associazone Internationale di Poesia,1953
2,90,Athenaeum,1920
2,91,The Atlantic Monthly,1929-58
2,92-93,Attack,[1934-36]
2,94,Audience,1958
2,95,"Aurrece, Daniel",1954
2,96,"Austin, Mary",1930
2,97,Authors Club (New York),1922
2,98,"Avedon, Richard",1958
2,99,Azienda Autonoma di Soggiorno e Curo di Merano,1958-1959
3,100-105,"""B"" general",1916-62
3,106,"Baccelli, Amalia",1958-59
3,107,"Backus, Oswald",1951
3,108,Bacigalupo family,1936-64
3,109,"Bacon, Frank",1928-40
3,110,"Bailey, David Algar",1939
3,111,"Baker, Carlos",1959
3,112,"Baker, Jacob",1928-[39]
3,113,"Bandini, Pilo",1917-27
,,Includes poem by Bandini,
3,114,"Bankhead, John H.",[1933]-40
3,115,"Barblan, Oscar",[1941]
3,116,"Bard, Josef",1931-61
3,117,"Bardi, P. M. (Pietro Maria)",1933-[36]
3,118-123,"Bardsley, W. L.",1935-39
3,124-125,"Barnard, Mary",1933-[59]
3,126,"Barnes, Djuna",1932
3,127,"Barnes, Giacomo (""Jim"")",1941-55
3,128-129,"Barney, Natalie Clifford",1919-60
,,"Includes signed typescripts of poems by Barney, dated 1940-41",
3,130,"Baroni, Franco",1958
3,131,"Barral, Jean",1933-42
3,132-133,"Barry, Iris",1931-39
3,134,"Barton, Maj. H. G.",1934-37
3,135,"Barulli, Brenno",1942
3,136,"Barzun, Henri-Martin",1930-1961
3,137,"Basso, Walther Armando",1939
3,138,Basso & Cuniberti,1935-1940
3,139,"Bassotti, Franco",1957-1958
3,140,"Bates, Margaret Jane",1951-60
,,"See also: Witter Bynner, Box 7, folder 311",
,,Includes poems and printed material,
,,"Baxter, Viola",
,,"See: Viola Jordan, Box 25, folder 1093",
3,141,"Bayes, Ronald H.",1957
3,142,"Beach, Sylvia",1955-59
,,"See also: James Joyce, Box 26, folder 1115",
3,143,"Beard, Charles Austin",[1940]
3,144,"Beaudoin, Kenneth Lawrence",1957
4,145,"Beck, Julian",1955-61
4,146,"Becker, John J.",1927-31
4,147-149,"Bedford, Agnes",1924-63
,,"See also: D. G. Bridson, Box 5, folder 245",
4,150,"Bedford, Hastings William Sackville Russell (Marquis of Tavistock)",1935
4,151,"Beekman, Frederick W.",[1924]-1933
4,152,"Beerbohm, Max, Sir",1929-38
4,153,"Beevers, John L.",1934
,,Includes letter to A. R. Orage,
4,154-155,"Belgion, Montgomery",1949-61
4,156,"Bell, Herbert Clifford Francis",[1936]
4,157,"Bell, Louise F.",1935-39
4,158,"Benatti, Ina",1953-59
4,159,"Benét, William Rose",1932-33
4,160,"Bengtson, Goran",1960
4,161,"Benkard, Ann S.",[1937-38]
4,162,"Berman, Louis",1925-26
4,163,"Bernabei, Gilberto",1944
4,164,"Bernobini, Paolo",1958
4,165,"Berry, John",1953-55
4,166,"Berryman, John",1957
4,167-168,"Berti, Luigi",1940-43
4,169,"Besseler, Heinrich",1937
4,170,"Beveridge, Ray",[1941]
4,171,"Bevione, Giuseppe",1943-58
4,172,"Bianchi, Gabriele",1935
4,173,"""Bibi-la-Bibiste""",1920?
4,174,"Biddle, Francis",1942-44
,,Includes letters to Pound from the Swiss Consul in Genoa and uncompleted repatriation forms,
4,175,"Biddle, George",1954-57
4,176,"Bierce, Ambrose",n.d.
4,177,"Biggins, C. A.",1942-1943
4,178,"Bilenchi, Romano",1942
4,179-182,"Bing, Gladys",1936-59
4,183-186,"Binyon, Laurence",[1922]-39
4,187,The Biosophical Review,1934-37
,,"See also: Neo-Christian, Box 37, folder 1536",
4,188,"Birch, Catharine",1955-59
4,189,"Birch, Robert",1953-1954
4,190,"Bird, Otto",1935-51
4,191-192,"Bird, William",1925-27
5,193-196,"Bird, William",1928-58
5,197,"Bishop, Helen",1935
5,198,"Bishop, John Peale",1931
5,199,"Black, John",1940
5,200,"Blackburn, Paul",1950-57
,,Includes translations from the Provençal by Blackburn,
5,201,"Blackmur, R. P. (Richard P.)",1924-29
,,Black Sun Press,
,,"See: Caresse Crosby, Box 10, folder 474",
5,202,"Blackwell, B. H., Ltd. (Oxford)",1935-38
5,203,"Blampied, Edmund",1920
5,204,"Blankenship, Paul",1956
5,205,"Blom, Eric",1936-37
5,206,Blue Ridge Mountain Press,1951-54
,,"See also: Dudley Kimball, Box 27, folder 1149",
,,Blues; a magazine of new rhythms,
,,"See: Charles Henri Ford, Box 17, folder 746",
,,"See also: Parker Tyler, Box 53, folder 2399",
5,207,"Blunt, Anthony, Sir",1933
5,208,"Blunt, Wilfred Scawen",1914
5,209,"Boardman, Adele",1934
5,210,"Boatwright, Howard",1956
,,"See also: Norman Holmes Pearson, Box 40, folder 1674",
,,"Bocconi Luigi, Universita Commerciale",1932-33
,,"See: Universita Commerciale Luigi Bocconi, Box 53, folder 2420",
5,211-212,"Bock, Robert L.",1954-59
5,213,"Bodini, Vittorio",1941
,,Bodley Head,
,,"See: John Lane, Box 23, folder 1186",
5,214,"Bollea, Pierlisa",1959-1960
5,215,"Bone, Homer Truett",[1934]
,,Boni and Liveright,
,,"See: Horace Liveright Inc., Box 30, folder 1265",
5,216,Books Abroad; an international literary quarterly,1935-39
5,217,"Book Club, The",1939
5,218-219,"Borah, William E.",1933-39
,,"See also: Susie Boice Trego, Box 53, folder 2384",
5,220,"Borgatti, Renata",[1937]-38
5,221,"Borghese, J. Valerio",1958-59
5,222,"Borsani, E.",1928-[1930]
5,223,"Bosanquet, Theodora",1918-[36]
5,224,"Bose, Buddhadeva",1953-59
,,Includes letter to Hugh Kenner,
5,225,"Bosschère, Jean de",[1917?-25]
5,226,Boston Herald,[1939]
5,227,"Bottai, Guiseppe",1954
,,"See also: Olivia Rossetti Agresti, Box 1, folder 17",
5,228,"Bottome, Phyllis",1935-57
5,229,"Bottrall, Ronald",1934-37
5,230,"Boultwood, Alban",1956-1957
5,231,"Bowen, Catherine Drinker",1958
5,232,"Bowen, Stella",1937-[39]
5,233,"Bowers, Claude G.",1938
5,234,"Boyle, Kay",[1930?-36]
5,235,"Boys, Henry",1937-38
5,236,"Bradley, William Aspinwell",n.d.
5,237,"Brancusi, Constantin",1927-[57]
,,"See also: U. S. Treasury Department, Box 53, folder 2418",
,,Includes correspondence between Pound and the U. S. Treasury Department re Brancusi,
5,238,"Brandt, Elisabeth",1924-1927
,,"Brannon, Linn Mapel",
,,"See: Ida Mapel, Box 33, folder 1368",
5,239,"Brant, Irving",1934-1935
5,240,"Breasted, James Henry",1931-32
5,241,"Breeskin, Adelyn Dohme",1959
5,242,"Brenton, Arthur",1938-39
5,243,"Brewer, Joseph",1938-40
5,244,"Bridges, Robert",1915
,,"See also: W. B. Yeats, Box 56, folder 2578",
5,245-248,"Bridson, D. G.",[1931?]-60
,,"See also: James Laughlin, Box 29, folder 1212",
5,249,"Brinnin, John Malcolm",1960
,,British Broadcasting Corporation,
,,"See: E. A. F. Harding, Box 20, folder 912",
,,"See: Agnes Bedford, Box 4, folder 147",
,,British Italian Bulletin,
,,"See: Carlo Camagna, Box 8, folder 333",
,,"See: Gino Gario, Box 18, folder 803",
5,250-251,British Union of Fascists,1933-[39]
,,"See also: J. A. Macnab, Box 32, folder 1337",
,,"See also: Alexander Raven Thomson, Box 52, folder 2338",
5,252,"Britnieva, Mary",[1956-57]
,,Includes letter from George Plimpton,
6,253,"Brodzky, Horace",1955-56
,,"Broletto, Como",
,,"See: Carlo Peroni, Box 40, folder 1701",
6,254,"Brokaw, Vaughn Bachman",1940
6,255,"Bronner, Milton",1913-14
6,256,"Bronowski, Jacob",[1930-31?]
6,257,"Brookhart, Smith W.",1931
6,258,"Brooks, Collin",1936
6,259,"Brooks, Romaine",1934-43
6,260,"Brooks, Van Wyck",1938-59
6,261,"Brown, Ashley",1954-56
6,262,"Brown, Edmund R.",1932
6,263,"Brown, John Lackay",1935-58
6,264,"Brown, Robert Carlton",1931-[37]
6,265,"Brown, Theodore",1936
6,266,"Browne, Ken",1958-1963
,,"Bruce Humphries, Inc. (Boston)",
,,"See: Edmund R. Brown, Box 6, folder 262",
6,267,Bryher,[1933]
,,"Bubb, Charles C.",
,,"See: John Quinn, Box 43, folder 1813",
6,268-269,"Buchan, John",1934-35
,,Includes letters by John and Susan Buchan to William Lyon Phelps,
6,270,"Buchanan, Meriel",1936
6,271,"Buchi, Joseph Henry",1934-35
6,272,"Buck, Howard L.",[1935]-1936
6,273,"Buck, Pearl",1940
6,274,"Buffet-Picabia, Gabrielle",1938
6,275,"Bunker, Gerald",1959
6,276-283,"Bunting, Basil",1926-59
,,Includes poems and a copy of Bunting's application for a Guggenheim Fellowship,
6,284-287,"Burd, Mary W.",1934-40
,,"See also: Delphian Society (Chicago), Box 12, folder 569",
6,288,"Burdick, Usher Lloyd",1958
,,"Burnham, James",
,,"See: The Symposium (Concord, N.H.), Box 51, folder 2301",
6,289,"Burr, Anna Robeson Brown",[1934]
6,290,"Burton, Basil",[1931]-32
6,291,"Burzio, Filippo",1937
6,292,"Busha, Thomas C.",1955-56
6,293,"Buss, Kate",[1916-18?]
6,294-297,"Butchart, G. Reeves",1934-54
6,298-301,"Butchart, Montgomery",[1932]-35
,,Includes third-party correspondence,
7,302-307,"Butchart, Montgomery",1936-40
7,308,"Butler, Nicholas Murray",1928-34
,,"Buttitta, Anthony J.",
,,"See also: Contempo, Box 9, folder 438",
7,309,"Butts, Mary",1932-34
7,310,"Bye, Raymond Taylor",1935
7,311,"Bynner, Witter",1934-63
7,312-316,"""C"" general",1919-61
7,317-318,"Cabella, Gian Gaetano",1944-45
,,Cadmus Bookstore,[1956-57]
,,"See: Lyden, Nora, Box 30, folder 1291",
7,319,Caedmon Publishers,1954
7,320-328,"Caico, Lina",1931-45
,,"See also: Series IV, Box 65, folder 2795",
7,329,"Cairnie, Gordon",1956-59
7,330,"Cairns, Huntington",1951-60
7,331,"Calcagano, Tullio",1944
7,332,"Callaghan, Morley",[1927-28?]
,,"See also: Series IV, Box 65, folder 2795",
8,333,"Camagna, Carlo",1935-41
8,334,"Camerino, Aldo",1935-43
,,"See also: Series IV, Box 65, folder 2975",
8,335,"Campbell, Joseph",1914
,,"de Campos, Harold",
,,"See: Noigandres, Box 37, folder 1571",
8,336,Canadian Broadcasting Corporation,1957-58
8,337,"Canby, Henry Seidel",1920-40
,,"See also: National Institute of Arts and Letters, Box 37, folder 1523",
,,"See also: Louis Zukofsky, Box 57, folder 2594",
8,338,"Capes, John",1953-54
8,339,"Caplan, Albert",1929
8,340,"Cardoza, J. B. N.",1935
8,341,"Carisch, A. & G.",1925-1933
8,342,"Carlini, Armando",1943
8,343,Carnegie Endowment for International Peace,1928-34
,,Includes correspondence with Albert Mensdorf,
8,344,"Carnevali, Emanuel",1930-37
,,"See also: Series IV, Box 65, folder 2795",
,,"Includes third-party correspondence concerning Carnevali, including a letter to Kay Boyle",
8,345,"Carrega, Ugo",1959-60
,,"See also: Vanni Scheiwiller, Box 47, folder 2055",
8,346,"Carritt, Edgar Frederick",1958
8,347,"Carruth, Hayden",1956-57
8,348,"Cartier-Bresson, Henri",1957
8,349,"Casebolt, Casey",1954
8,350,"Casella, [Alfredo]",1937
8,351,"Castagneto, Maria",1935
8,352,"Causton, Bernard",1932-64
8,353,"Cavallari, Roberto",1956
8,354,"Cavalletti, F.",1941
8,355,"Cavalli, Giovanni",1944
8,356,"Cavefors, Bo",1959-60
8,357,"Caxton Printers, Ltd.",1930-58
8,358-361,"Cazort, Gege",1955-57
8,362,"Cela, Camilo José",1959-60
8,363,"Celli, John A.",1936-37
8,364,Centro Italiano di Studi Americani (Rome),1936
8,365,"Centro Culturale ""Fratelli Bronzetti""",1959
8,366,Confederazione Fascista Dei Lavoratori dell'Industria,1941
8,367,"Cerio, F. Ferruccio",1934
8,368,"Cerruti, John M.",1955-59
8,369,"Chakravarty, Amiya Chandra",1949-57
8,370,"Chamberlain, [Neville]",[1939]
8,371,"Chambers, E. K.",1932
,,"Chang, Carsun",
,,"See: Chia-sen Chang, Box 8, folder 372",
8,372,"Chang, Chia-sen",1953-57
8,373-375,"Chao, Tze-chiang",[1954]-60
,,Includes translations from the Chinese,
8,376,"Chapman, Molly O'Fogerty",1936
8,377,"Charpentier, Edouard",1935-36
8,378,"Charlesworth, Barbara",1956-57
8,379,"Chatel, Jean C.",1956-58
8,380,"Chatterjee, Ramananda",1937
8,381,Chatterji. Nimai,1956-1959
8,382,Chatto & Windus (London),1940
,,"Chaudhri, D. R.",
,,"See: Punjab Literary League, Box 42, folder 1800",
8,383,"Chauvet, Paul",1935
8,384,"Chester, Alfred",1956
8,385,"Chester, Carlos Tracy",1906
,,Contains a manuscript in Pound's hand describing travels in Spain,
8,386,"Chesterton, G. K.",1932-[36]
8,387,Chicago Review,1954-59
8,388-389,Chicago Tribune (Paris),1928-36
9,390,"Chigi Saracini, Guido, conte",1942
9,391,"Chilanti, Filece",[n.d.]
9,392,"Child, Clarence Griffin",1932
9,393,"Chilesotti, Cici",1935
9,394,The Chinese Recorder,1928
9,395,Chinese World,1954-55
9,396,"Chouan's, Genevieve",1957-58
,,Includes a translation of a Pound poem into French and an essay on Aloysius Bertrand,
,,"""Christian"" (pseud)",
,,"See: Georges Herbiet, Box 22, folder 962",
9,397,"""Christian""",1953-60
9,398,"Churchill, Edward George Spencer",[1936]
9,399,"Churchill, Randolph Spencer",[1935]
9,400,"Chute, Desmond",1936-58
9,401,"Ciano, Galeazzo",1933-36
9,402,"Ciardi, John",1953-56
9,403,"Cinelli, Delfino",1938
9,404,"Cini, Vittorio",1959
9,405,"Civis, E.",1959
9,406,"Clarkson, Richard",1935
9,407,"Clausetti, Claudio",1936
9,408,"Clemens, Cyril",1935-62
9,409,"Clermont-Tonnerre, Elisabeth (de Gramont, duchesse de)",1935
9,410,"Clodd, H. Alan",1959-60
,,Includes letter to Olga rudge,
9,411,"Coburn, Alvin Langdon",1932-60
9,412,"Cochran, Joseph H.",1939
,,Includes copy of Pennsylvania statute on adoption,
9,413,"Cockburn, Claude",1925-36
9,414,"Cocteau, Jean",1930-59
,,"See also: Series IV, Box 65, folder 2795",
9,415,"Cohrssen, Hans R. L.",1933-35
,,"See also: Irving Fisher, Box 16, folder 730",
9,416,"Colbourne, Maurice",1935-39
9,417,"Cole, George Douglas Howard",1934-35
,,"Cole, Tom",
,,"See: Imagi, Box 24, folder 1037",
9,418,College Poetry Society of America,1934
9,419,Collier's: The National Weekly,[1936]
9,420-421,"Collignon, Raymonde",[1928-58]
9,422,"Collins, Wilkie Nelson",1935
9,423,"Colman, Kitt",1955-1958
9,424,"Colt, Byron",1956-59
9,425,"Colum, Padraic",1927-31
,,Includes poem by Colum,
9,426,Columbia University,1939-54
9,427,"Comfort, Howard",1955-59
9,428,Comitato fra gli enti di alta cultura (Florence),1932
9,429,Committee for the Nation,1935-36
9,430,Common Sense,[1934]
9,431,Connecticut American,1935
9,432,"Contri, Siro",1944-1945
9,433,"Conner, Bruce",1955-56
9,434,"Connolly, Cyril",1961
,,"See also: Stephen Spender, Box 49, folder 2182",
9,435,"Connolly, Thomas Edmund",1953-56
9,436,"Conrad, Joseph",1920
9,437,Contact (New York),1932
,,Contact Editions,
,,"See: Robert McAlmon, Box 31, folder 1304",
9,438,Contempo,1931-34
,,"See also: Henry Canby, Box 8, folder 337",
,,Contemporary Poetry and Prose,
,,"See: Roger Roughton, Box 45, folder 1943",
9,439,"Contini, Ennio",1958
9,440-444,"Cookson, William",1955-63
,,"See also: Harry Meacham, Box 34, folder 1415",
9,445,"Cooper, Diana Manners, Viscountess Norwich",[1915-20?]
9,446,"Cooper, Julian",1956
9,447,"Cope, Sarah Perkins",1933-34
10,448,"Corke, Helen",1935
10,449,"Cornell, Julien D.",1945
10,450,"Cornfield, Silas",1961
10,451,"Coronel Urtecho, Jose",1953
10,452,Corriere Mercantile,1943-1959
10,453,Corvina,1938
10,454,"Cory, Daniel",1937-60
10,455,"Cosciu, Dante",1943
10,456,"Cosco, Giuseppina Sperandeo",1942-1959
10,457,"Coselschi, Eugenio",1934-60
10,458,"Cosgrave, John O'Hara",1909-[39]
10,459,"Coughlin, Charles, Rev.",[1933]-37
10,460,"Coulson, Richard",1955
10,461,"Cournos, John",1927-38
,,"See also: Series IV, Box 65, folder 2795",
,,"Courtney, William Leonard",
,,"See: The Fortnightly..., Box 17, folder 743",
10,462,"Covici, Friede, Inc.",1927-41
10,463,Covington & Burling,1953
,,"Cowley, Malcolm",
,,"See: National Institute of Arts and Letters, Box 37, folder 1528",
10,464,"Cowley, William H.",1939
,,"See also: Hamilton College, Box 20, folder 901",
10,465,"Cox, Arthur",1935
10,466,"Creeley, Robert",1953-54
10,467,"Creekmore, Hubert",1939-40
10,468,"Crescini, Vincenzo",1925
10,469,"Crisula, Leandro",1933
10,470,"Critchfield & Company, advertising",1918
,,Criterion,
,,"See: Frank Stewart Flint, Box 17, folder 743",
,,"See also: T. S. Eliot, Box 15, folder 661",
10,471,"Croft, Diana",1935
10,472,"Croft, Henry Page",1935
10,473,"Crompton, Yorke",1952-58
10,474,"Crosby, Caresse",1928-36
,,"See also: Series IV, Box 65, folder 2795",
10,475,"Cross, Mary Moore",1932-55
10,476,"Cross, Wilbur",1935
10,477,"Crowder, Henry",1929
10,478,"Cullen, Countee",1932
10,479-482,"Cullis, Michael F.",1933-37
10,483-490,"Cummings, E. E.",1934-60
,,"See also: Series IV, Box 65, folder 2795",
,,"Cummings, Marion",
,,"See: E. E. Cummings, Box 10, folder 483",
10,491,"Cunard, Emerald Maud Alice Burke, Lady",1920-36
10,492-493,"Cunard, Nancy",1924-29
,,Includes printed announcements of the Hours Press,
11,494-495,"Cunard, Nancy",1930-46
,,Includes printed request for comment for Spain anthology,
11,496,"Cunningham, Lulu",1931-40
11,497,"Cunninghame, Graham R. B. (Robert Bontine)",1915-35
11,498,Current Controversy,1935
11,499,"Currier, Everett Raymonde",1928
11,500-505,"Curtis Brown, Ltd.",1928-58
,,"See also: Series V, Financial papers, Royalties: Curtis Brown, Ltd., Box 151, folder 6576",
11,506,"Cushard, William G.",1954-1957
11,507-508,"Cutting, Bronson Murray",1930-35
11,509-511,"""D"" general",1900-59
11,512,"Dadone, Ugo",1958-61
11,513,"Dagilaitis, John",[1953]-59
11,514,"Dahlberg, Edward",1930-37
11,515,"Daiches, David",1935
11,516,Daily Telegraph,[1935-38]
,,The Daily Worker,
,,"See: Mike Gold, Box 19, folder 847",
11,517,"Daladier, Edouard",[1935]
11,518,"Dalmon, Charles William",1934
11,519,"d'Althan, Nino",1944
11,520,"Dalton, Hugh & Ruth",1935
,,"Damrosch, Walter",
,,"See: National Institute of Arts and Letters, Box 37, folder 1528",
11,521,"Darantière, Maurice",1927
11,522,Dartmouth College Library,1938-39
11,523,"Das, Prafulla Chandra",1956-60
,,"See also: James Laughlin, Box 29, folder 1212",
11,524-525,"Davenport, Guy",1953-59
11,526-527,"Davidson, Eugene",1934-38
,,"See also: Norman Donaldson, Box 13, folder 600",
11,528,"Davie, Donald",1955
11,529-532,"Davies, Ingrid",1954-55
12,533-534,"Davies, Ingrid",1956-64
12,535,"Davies, Langdon",[1933-34]
12,536,"Davies, Richard",1954-56
12,537,"Davis, Edward",1937-1940
12,538,"Davray, Henry D.",1917
12,539,"Dana, Richard H.",1940
12,540,"Darantiere, Maurice",1927
12,541,"Day, James",1953
12,542-544,"Dazzi, Manilo Torquato",1925-60
12,545,"De Angelis, Vittorio",1943
,,"De Barbieri, Vittorio",
,,"See: Il Mare Nostra, Box 33, folder 1376",
12,546,"De Bosis, Lauro",[1927-1928]
12,547,"de Courten, Maria Luisa Giartosio",1937-42
,,Defenders of the American Constitution,
,,"See: Pedro Del Valle, Box 12, folder 570",
12,548-549,"de Feo, Luciano",1939-40
12,550,De Giglio,1944
12,551,"degli Uberti, Ricardo",1940-60
12,552-556,"degli Uberti, Ubaldo",1934-58
12,557,"de Gramont, Sanche",[1953-54]
12,558,"de Janosi, Carlotte Engel",1956-1958
12,559-560,"De Kruif, Paul Henry",1933-35
,,"See also: Henry Wallace, Box 54, folder 2481",
,,"See also: Arnold Gingrich, Box 18, folder 827",
12,561,"Delaisi, Francis",[1935]
12,562,"De La Mare, Richard",1928-33
12,563,"De la Mare, Walter",1931
12,564,"Delcroix, Carlo",1934-59
12,565,"Dell, Floyd",[1911]
12,566,"Delmer, Frederic Sefton",1927
12,567,"De Paoli, Domenico",1959
,,Includes song manuscript,
12,568,"Del Pelopardi, Marcella",1955
12,569,Delphian Society (Chicago),1935-40
,,"See also: Francis Tweddell, Box 53, folder 2397",
12,570-571,"Del Valle, Pedro Augusto",1954-59
,,"Includes carbon of letter to Hemingway, a copy of a letter from the Anti-Defamation League to George Stratemeyer (in the hand of Dorothy Pound), and printed material",
12,572,"Demetz, Peter",1955-[57]
,,"See also: Robert MacGregor, Box 31, folder 1314",
13,573,"de Peverelli, Bruno",1939-40
,,"Desmond Harmsworth, Ltd.",
,,"See: Desmond Harmsworth, Box 21, folder 928",
13,574,"de Stefano, G.",1944
13,575,"Deutsch, Babette",1919-38
,,"Devereaux, Nora",
,,"See: Nora Lyden, Box 30, folder 1291",
13,576,"Devlin, Fr. Vianney M.",1953-58
13,577,"De Voto, Bernard",1928
13,578,"Dewey, Davis Rich",[1940]
13,579,"Dewey, John",1934-[35]
13,580,"Dewey, Thomas E.",1940
13,581,The Dial,1920-28
,,"See also: Marianne Moore, Box 35, folder 1470",
13,582,Dialoghi,1958
13,583,"Diamond, David",1938
13,584,"Dickey, James",1955-57
13,585,"Diehl, Charles",1925
13,586,"Dillon, George",1938-39
13,587-588,"Di Marzio, Cornelio",1939-43
,,"See also: Meridiano di Roma, Box 1426, folder 34",
13,589,Direction,[1934?]
13,590,"Dismorr, Jessica",1916-1934
,,Includes poems by Dismorr,
13,591,"Dixon, Vladimir",1924-1960
13,592,"Dobbins, Elsa",1935
13,593,"Dobree, Bonamy",1934-35
13,594,"Dodson, Daniel",1940-41
,,Includes poems by Dodson,
13,595,"Dodsworth, Edmondo",1931
13,596,"Dolmetsch, Arnold",1914-39
13,597,"Dolmetsch, Carl Richard",1958-59
13,598-599,"Domvile, Barry, Sir",1953-58
13,600,"Donaldson, Norman",1934-49
13,601,"Dondo, Mathurin Marius",1956-59
,,Includes poems by Dondo,
13,602,"Donini, Filippo",1957-58
13,603,"Donnelly, Leo Charles",1956-59
,,"Doolittle, Hilda",
,,"See: H.D., Box 20, folder 893",
13,604,"Dorfman, Saul",1930
13,605,"Dorfner, Alois",1958
13,606,"Douglas, Alfred Bruce, Lord",1935
13,607-610,"Douglas, Clifford Hugh",1931-40
13,611,"Dowling, Lyle",1934
13,612,"Doyle, Fr. James",1955-58
,,Drama League of America,
,,"See: John Quinn, Box 43, folder 1813",
13,613,"Drinkwater, Francis Harold",1937
13,614-616,"Drummond, John",1932-63
13,617,"Duboin, [Jacques]",1935
13,618,"Duchamp, Marcel",1935
13,619-620,"Dudek, Louis",1950-61
,,Includes poems by Dudek and letters by Stephanie Dudek,
13,621,"Duff, Charles",1938-1939
13,622,"Dukes, Ashley",1938
14,623,"Dulac, Edmund",1916-53
,,Includes poem by Dulac,
14,624-626,"Duncan, Ethel",1932-1954
14,627,"Duncan, Robert Edward",1954-59
,,Includes poems by Duncan,
14,628-640,"Duncan, Ronald Frederick Henry",1936-68
,,"See also: Montgomery Butchart, Box 7, folder 302",
,,"See also: Louis Zukofsky, Box 57, folder 2594",
,,Includes poems by Duncan and copy of poem attributed to E. E. Cummings,
